caseID,verbatim
1774," He's the one that be shooting people, vice Pres. "
1775, vice president 
1777, Vice President 
1778, vice president 
1779, Vice President 
1780, vice president 
1781, Vice President 
1782, vice president 
1783, i have heard his nme but i dont know what he does he was something to the president. 
1784, i don't know // i cant comment because i dont know him.  
1785, he in the government 
1786, vice presidentb 
1787, congress 
1788, vice president 
1789, works in the white house 
1790, vice president/ vice president on the way out the door. 
1791, vice president  
1792, //republican 
1793, <RF> 
1794, vice president 
1795, i dont know// senator 
1796, i dont know// i dont know 
1797, vice president 
1798, senator 
1799, i dont know what Dick Cheny do//treasurer 
1801, govenor 
1802, vice president 
1803, do not now// have heard name but don't know//maybe a congressman//no 
1804, trying to think//remember but can't think//no 
1805, i forget//don't know//no 
1806, vice president 
1807, no comment//no 
1808, vice president 
1809, vice president 
1810, secretary of defense 
1811, private employment 
1813, vice president 
1814, vice president 
1815, vice president 
1816, he's head of medicare 
1817, vice president 
1818, he's a representative too. 
1819, heard his name//don't know//no 
1820, vice president 
1821, vice president 
1822, republican//no 
1823, sure can'tell you the job// know name//no 
1824, with Bush//vice president//no 
1825, vice president 
1826, don't know//no 
1827, senator 
1828, congress 
1829, none 
1830, vice president 
1831, vice president 
1832, vice president 
1833, is in the government but not sure exactly what he does 
1834, governor 
1835, really dk 
1836, no idea//no idea// 
1837, vice president of united states of america 
1838, vice president 
1839, vice president 
1840, vice president 
1841, he's vice president 
1842, vice president 
1843, he's vice presidnet of the u.s. 
1844, vice president of us 
1845, he's vice president;//no 
1846, he's vice president //he has a deciding vote if there is a tie 
1847, vice president 
1848," he was secretary of state orr somethng, i'm guessing//no "
1849, vice president 
1850," vice president, I believe "
1851, vice president 
1852, dont know this either-wont guess-havenot a clue 
1853," higway robbery, vice president "
1854, vice president 
1856, vice president of u.s. 
1857, vice president 
1858, vice president 
1859," isnt he chief of staff, not sure, mind is on current election//isnt he chief of foreign affairs//no "
1860, vice president 
1861, vice president 
1862, vice president 
1864, vice president 
1865, vice president 
1867," have drawn a blank on all of these people,dont know;; "
1868, VICE PRESIDENT 
1869, vice president 
1870, vice president 
1871, vice president  
1872, vice president  
1873, vice president 
1874, VICE PRESIDENT 
1875, vice president 
1876, vice president 
1877, he's vice president 
1878, vice president 
1879, military representative 
1880, vice president 
1881, dont know  
1882, SENATOR 
1883, VICE PRESIDENT 
1885, vice president 
1886, dont kinow 
1887, dont know /// 
1888, i dont know who he is  
1889, I DONT KNOW 
1890, i have no idea  
1892, sont know 
1893, she is a treasurer 
1894, dont know 
1896, DONT KNOW HAVE HEARD OF HIM 
1897, vice president 
1898, dont know 
1899, vice president 
1900, vice president 
1901, politics i guess vice president 
1902, vice president 
1903, vice president 
1906, vice president 
1907, vice presideent 
1908, dont know 
1909, dont know 
1910, vice president 
1911, vice president 
1912, vice president 
1913, VICE PRESIDENT 
1914, congressmanb 
1915, vice president 
1916, dont know 
1917, vice president 
1918, i dont remember 
1919, dont know 
1920, vice president 
1921, congress 
1922, vice president 
1923, VICE PRESIDENT 
1925, i dont know 
1926, i dont know senator 
1927, is a senator 
1928, vice president 
1930, vice president 
1931, dont know what position 
1932, vice president 
1933, senate 
1934, vice president 
1935, vice president 
1936, he is the  i cant remember 
1937, VICE PRESIDENT 
1938, vice president 
1939, vice president 
1942, none 
1943, vice president 
1945, vice president 
1946, vice president 
1947, vice president 
1948, secretary of state 
1949, vice president 
1950, \\speaker of the house 
1952, vice president 
1955, vice president 
1956, vice president 
1957, Congress 
1958, vice president 
1960, i have no idea 
1961, Vice President 
1962, dont know 
1963, Vice President 
1964, I don't know. 
1966, vice pres. 
1967, vice pres. 
1968, don't kinow 
1970, vice pres. 
1971, senate person 
1972, legislater 
1973," has no idea, "
1974, vice president 
1975, I don't know 
1976, repulican  
1977, vice presi8dent 
1978, does not really know 
1980, vice president 
1981, Congress 
1982, Vice President 
1983, Vice President 
1984, Vice-president 
1985, Vice President 
1986, in government 
1987, Vice President 
1989, Vice President 
1990, Vice President 
1991, vice president 
1992, Vice President 
1993, vice president 
1994, vice pres. 
1995, dk//i've heard his name// 
1996, vp 
1997, vp 
1998, vice president 
1999, retired vice president 
2000, vice pres 
2001, vice president 
2002, vice president 
2003, vice president 
2004, vp 
2005, vice president 
2006, republican//vice president// 
2007, dk;//don't remember; memory loss condition// 
2008, GOVERNOR 
2009, VICE PRESIDENT 
2010, VICE PRESIDNET 
2011, He is the vice-president 
2012," retired vice president, about to retire. "
2013, vice president 
2014, vice president 
2015, vice president 
2016, vice president 
2017," I just hear about him, but no, I don't know what position he holds.//no "
2018, yes.  secretary of state.// vice president.// 
2019, vice president 
2020, I don't know.  //Vice president// 
2021, He is the vice-president. 
2023, vice president. 
2024, vice president 
2026, VICE PRESIDENT 
2027, //vice president 
2028, no.//vice president 
2029, VICE-PRESIDENT 
2030, vice president 
2031, vice president 
2032, DON'T KNOW//DON'T KNOW//STOP 
2034, vice president 
2035, vice president 
2036, //HOUSE OF REPRESENTATIVES//DON'T KNOW// 
2037, no.//vice president.// no. 
2038, no  //camara del congreso.//vice presidente 
2040, VICE-PRESIDENT 
2041, VICE-PRESIDENT//RECOGNIZE THE NAME// 
2042, no//congress //no 
2043, no.//vice president 
2044, CONGRESS//DON'T KNOW 
2045, vice president 
2046, JUDGE//DON'T REALLY KNOW 
2048, VICE PRESIDENT  
2049," He has been Vice President, (on his way out) "
2050, He is the vice president. //none// 
2051, //R:  I do not know Dick Cheney// //FI:  any idea? //R:  No// none 
2052, r:  she is thinking.... I know he has something to do w/congress FI:  do you know if hold a specific office? R:  no... just something to do with congress. /none// NOTE:  R was abled to recall who this person after I asked her about John Roberts R:  He is the Vice-President //none//  
2053, he is the Vice_President 
2054, R: he assists president Bush// FI:  could you try to remember his title?// R:  Vice-President// None// 
2055, THE VICE PRESIDENT 
2056," i do not remember, any idea> R:  No. //none// "
2057, //recognize the name but do not know what he does.  I think I am too tired// 
2058, I don't know.  (mumbles something) R:  any idea? fi: DON'T KNOW HIM... 
2059, He is the vice President 
2060, r:  laughter... it is terrible R:  He is the vice President 
2061," do not know who he is//I have heard of him, but right of the bat, I am running a blank//none "
2062," //I have no idea//I know who he is//do not know what position he holds//I am thinking, but cannot recall at this time//none "
2063," r:  i guess, mmmmmm he is a democrat fi:  anything else you may know of him? R:  nO //NONE// "
2064," I know it sounds really bad, but do not know what he does. FI:  any guess? r:  I think he may abe the Secretary of State. //none// "
2065," R:  Again, I have not heard of his name. FI:  any idea whatsoever of who he is? R:  none //none// "
2066," R:  I think is the vice president, I don't know //none// "
2067," R:  he is in the House of Representatives, I think. //none// "
2068, R:  I do not know the name FI:  any idea? R:  I do not recognize the name //none// 
2069, R:  I do not know FI:  any idea who he might be? R:  No. //none// 
2070, //vice president//none 
2072," R:  yes FI:  what doe he do? R:  I know he works in the Congress, but cannot recall exactly what he does. //none// "
2073, do not know// none 
2074, R:  don't know. FI:  Any idea who Dick Chaney is? R:  no //none// 
2075, R. does not know what position dick cheney holds  
2076, vice president 
2077, vice president 
2079, vice president 
2082, R. never heard about  dick cheney. 
2083, vice president. 
2084, vice president 
2085, R thinks cheney is a military man 
2088, vice president. 
2090, vice president. 
2091, vice president 
2092, vice president 
2093, finansas 
2094, senator. 
2095, vice president 
2096, R. does not know what job or position he holds. 
2097, R said republican 
2098, vice president. 
2100, not sure//no guess 
2101, vice president 
2102, i dk//i hv no idea 
2103, vice president 
2104, no idea//no 
2105, all i know is he is a senator 
2106, dk//no guess 
2107," i have heard of him but i dont know//pues no se, es del gobierno, no? "
2108, i really dont know//dont know//no 
2109, vice president 
2110, vice president 
2111, dk//something with news 
2112, vice president and president of halliburton 
2113, vice president 
2114, dk//dk 
2115, i went blank//i have no idea 
2116, pues no se//pues sera algo tambien con las escuelas 
2117, i have heard the name but i wouldnt know//sounds familiar//no 
2118, i cant remember//vice president 
2119, i dont know him either//i dont know 
2120, dk//secretary also 
2121, vice president 
2122, dk//dk 
2123, vice president 
2124, dk//cant think of it 
2125,  dk//democrat//vice president 
2126, republican// i dk 
2128, DONT KNOW 
2129, vice president 
2130, governor? 
2131, // // doing good in his job but i do not know// 
2132, do not remember him 
2133, //chairman// 
2134, business man// 
2135, CONGRESSMAN OR GOVERNOR  
2136, nothing.i do not know who he is 
2137, vice president 
2138, DONT KNOW /// 
2140, dont know 
2141, sorry//i do not know who he is// 
2142, VICE PRESIDENT 
2143, vice president 
2144, vice president 
2145, republican// 
2147, appointed to the //he was from the war// 
2148, //forgot his position// 
2149, //i dont know him// 
2150, //i dont know him either// 
2151, //he is vice president// 
2152, //i dont him// 
2153, //I DONT KNOW// 
2154, //i dont know him right now but i have heard him// 
2155, //i dont know// 
2156, //i dont know him// 
2157, //i dont know him as to my mind it does not ring a bell// 
2158, he is vice president// 
2159, //i dont know// 
2160, //i dont know who he is// 
2161, //i dont know him// 
2162, //DOES NOT KNOW WHO HE IS// 
2163, //I HAVE HEARD HIM BUT I DONT KNOW WHAT POSITION HE HAS// 
2164, //i have heard a little but i dont know// 
2165, // ID ONT KNOW// 
2166, //he is senate// 
2167, //i dont know him// 
2168, //i dont know him// 
2169, vice pres. 
2170, vice pres.  
2171, politician 
2172, senator 
2173, vice pres. of the us 
2174, vice prs. 
2175, vice pres. 
2176, vice pres. 
2177, the vice pres. 
2178, senator 
2179, vice pres.  
2180, vice pres. 
2181, vice pres.  
2182, vice pres.  
2183, vice pres. 
2184, vice president 
2186, dk//no idea// 
2188, vice pres. 
2189, vice president 
2190, dk//shot somebody// 
2191, dk//no idea// 
2192," dk//i've heard of him, but that's about it.// "
2193, dk//governor or pres 
2194, dk//don't know much about politics;// 
2195, dk//no idea// 
2196, vice president 
2197, vp 
2198, vice pres. 
2199, vice pres 
2200, sect. of defense  
2201, causes trouble// 
2202, vice pres of the us 
2203, vice pres 
2204, vice pres. 
2205, vice pres.  
2206, vice pres. of the u.s. 
2207, vice pres. of the u.s. 
2208, vice pres.  
2209, vice pres.  
2211, vice pres 
2212, vice pres//none 
2213, vice pres.  
2214, vp 
2215,"  congress isnt he?... oh, he's vp, the only reason i rem is bec he shot someone while hunting "
2216, vp 
2217, vp 
2219, vp 
2220," no, i d rem that either //  no, dont rem, i didnt like him anyway & dont pay much attn to him "
2221, vp 
2222, hear his name a lot but DK wh he does // no guess 
2224, vp 
2225, vp 
2226," vp?? cant think, d rem rt now, vp???? "
2227," dk // no guess, know but dk job "
2228, vp 
2229, dk // dk 
2230," vp, he's a jerk, dont give him a gun "
2231, vp 
2232, vp 
2234, vp 
2235, vp 
2236, vp & shooting peo in the face 
2237, //he is vice president// 
2238, dont know i have no idea 
2239, one of the 25 people that go there i dont know 
2240, VICE PRESIDENT 
2241, vice president 
2242, dk // really dk 
2243, vp 
2244, vp 
2245, senate but i dont know what he is now//he might retire//no 
2246, i have no clue//i dont know//n0 
2247, //no guess//no 
2248, vice president 
2249, // i really dont know//no 
2250, vice  president 
2251, vice president 
2252, i dont know//no 
2253, vice kpresident 
2254, vice president 
2255, idont have any idea//no//no 
2256, vice president 
2257, vice president 
2258, //cant come up with it//no 
2259, she know the name but does not know what he does. '' don't may much attention to all that stuff''//none 
2260, vice president of u.s. 
2261, vice president 
2262, the vice president 
2263, has seen him on tv but does not know what office he holds//no 
2264, vice present currently now 
2265, vp 
2266, r does not know him// he has heard of him// 
2267, vice president. 
2268, vice president. 
2269, vice president 
2270, don't know him//no guess. 
2271, vice president 
2272, vice president 
2273, vice president 
2274, vice president 
2276, vice president 
2277, vicepresident 
2278, vice president. 
2279, congressman 
2280, vice president 
2281, dk// assistant to something 
2282, vice president 
2283, vice president 
2284, vice president 
2285, no idea//no guess 
2286, dont know??g 
2287, dk// (no guess) 
2288, vice president 
2289, vice presidency 
2290, vice president 
2291, vice president 
2293, vice president 
2294, vice president duck/human hunter 
2295, vice president 
2296, vice president 
2297, vice president 
2298, dk sometype of representative 
2299, wasrunning for governor too 
2300, vice president 
2301, vice president 
2302, //governor 
2303, in the military for a lot of years 
2304, vice president 
2305, vice president 
2306, vice president 
2307, vice president 
2308, //vice president 
2309, senate 
2310, vice president 
2311, vice president 
2312, vice president 
2313, vice president 
2316, vice president 
2317, vice president 
2318, vice president 
2319, vice president 
2320, //not sure 
2321, vice president 
2322, vice president 
2323, no guess 
